机构名称,类型,板块,注册地,保荐机构,保荐代表人,律师事务所,签字律师,会计师事务所,签字会计师,是否提交财务自查报告,所属行业,日期,xxx,时间戳,保荐机构.1,文件链接
奥普家居,已受理,主板企业,浙江,招商证券股份有限公司,张阳&sbquo;凌江红,上海市方达律师事务所,马强&sbquo;邱晨盛,天健会计师事务所(特殊普通合伙),叶卫民&sbquo;李锟,否,电气机械和器材制造业,2018/6/7,80703659,AN201912311373100120,招商证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201912311373100120_1.pdf
奥普家居,已反馈,主板企业,浙江,招商证券股份有限公司,张阳&sbquo;凌江红,上海市方达律师事务所,马强&sbquo;邱晨盛,天健会计师事务所(特殊普通合伙),叶卫民&sbquo;李锟,否,电气机械和器材制造业,2018/8/9,80703659,AN201912311373100120,招商证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201912311373100120_1.pdf
奥普家居,预先披露更新,主板企业,浙江,招商证券股份有限公司,张阳&sbquo;凌江红,上海市方达律师事务所,马强&sbquo;邱晨盛,天健会计师事务所(特殊普通合伙),叶卫民&sbquo;李锟,是,电气机械和器材制造业,2018/12/6,80703659,AN201912311373100120,招商证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201912311373100120_1.pdf
奥普家居,已通过发审会,主板企业,,招商证券股份有限公司,,上海市方达律师事务所,,天健会计师事务所(特殊普通合伙),,是,,2019/11/7,80703659,AN201912311373100120,招商证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201912311373100120_1.pdf
奥锐特药业,已受理,主板企业,,安信证券股份有限公司,,国浩律师(杭州)事务所,,天健会计师事务所(特殊普通合伙),,否,,2019/5/30,80994682,AN202009081409075876,安信证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202009081409075876_1.pdf
奥锐特药业,已反馈,主板企业,,安信证券股份有限公司,,国浩律师(杭州)事务所,,天健会计师事务所(特殊普通合伙),,是,,2019/7/18,80994682,AN202009081409075876,安信证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202009081409075876_1.pdf
奥锐特药业,预先披露更新,主板企业,,安信证券股份有限公司,,国浩律师(杭州)事务所,,天健会计师事务所(特殊普通合伙),,是,,2019/11/28,80994682,AN202009081409075876,安信证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202009081409075876_1.pdf
奥锐特药业,已通过发审会,主板企业,,安信证券股份有限公司,,国浩律师(杭州)事务所,,天健会计师事务所(特殊普通合伙),,是,,2020/7/30,80994682,AN202009081409075876,安信证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202009081409075876_1.pdf
奥士康科技,已受理,中小板,湖南,国信证券股份有限公司,魏安胜&sbquo;王新仪,北京市金杜律师事务所,潘渝嘉&sbquo;王建学,天职国际会计师事务所(特殊普通合伙),陈志刚&sbquo;王守军&sbquo;郭龙,否,计算机、通信和其他电子设备制造业,2017/1/5,80542763,AN201711201053206904,国信证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201711201053206904_1.pdf
奥士康科技,已反馈,中小板,湖南,国信证券股份有限公司,魏安胜&sbquo;王新仪,北京市金杜律师事务所,潘渝嘉&sbquo;王建学,天职国际会计师事务所(特殊普通合伙),陈志刚&sbquo;王守军&sbquo;郭龙,否,计算机、通信和其他电子设备制造业,2017/3/23,80542763,AN201711201053206904,国信证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201711201053206904_1.pdf
奥士康科技,预先披露更新,中小板,湖南,国信证券股份有限公司,魏安胜&sbquo;王新仪,北京市金杜律师事务所,潘渝嘉&sbquo;王建学,天职国际会计师事务所(特殊普通合伙),陈志刚&sbquo;王守军&sbquo;郭龙,是,计算机、通信和其他电子设备制造业,2017/10/12,80542763,AN201711201053206904,国信证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201711201053206904_1.pdf
奥士康科技,已通过发审会,中小板,湖南,国信证券股份有限公司,魏安胜&sbquo;王新仪,北京市金杜律师事务所,潘渝嘉&sbquo;王建学,天职国际会计师事务所(特殊普通合伙),陈志刚&sbquo;王守军&sbquo;郭龙,,计算机、通信和其他电子设备制造业,2017/10/19,80542763,AN201711201053206904,国信证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201711201053206904_1.pdf
八方电气（苏州）,已受理,主板企业,江苏,申万宏源证券承销保荐有限责任公司,王鹏&sbquo;黄学圣,国浩律师(上海)事务所,徐晨&sbquo;马敏英&sbquo;高菲,华普天健会计师事务所(特殊普通合伙),施琪璋&sbquo;李飞,否,电气机械和器材制造业,2018/6/28,80922529,AN201910071368140489,申万宏源证券承销保荐有限责任公司,https://notice.eastmoney.com/pdffile/web/H2_AN201910071368140489_1.pdf
八方电气（苏州）,已反馈,主板企业,江苏,申万宏源证券承销保荐有限责任公司,王鹏&sbquo;黄学圣,国浩律师(上海)事务所,徐晨&sbquo;马敏英&sbquo;高菲,华普天健会计师事务所(特殊普通合伙),施琪璋&sbquo;李飞,否,电气机械和器材制造业,2018/8/16,80922529,AN201910071368140489,申万宏源证券承销保荐有限责任公司,https://notice.eastmoney.com/pdffile/web/H2_AN201910071368140489_1.pdf
八方电气（苏州）,预先披露更新,主板企业,江苏,申万宏源证券承销保荐有限责任公司,王鹏&sbquo;黄学圣,国浩律师(上海)事务所,徐晨&sbquo;马敏英&sbquo;高菲,华普天健会计师事务所(特殊普通合伙),施琪璋&sbquo;李飞,是,电气机械和器材制造业,2019/1/3,80922529,AN201910071368140489,申万宏源证券承销保荐有限责任公司,https://notice.eastmoney.com/pdffile/web/H2_AN201910071368140489_1.pdf
八方电气（苏州）,已通过发审会,主板企业,,申万宏源证券承销保荐有限责任公司,,国浩律师(上海)事务所,,华普天健会计师事务所(特殊普通合伙),,是,,2019/9/5,80922529,AN201910071368140489,申万宏源证券承销保荐有限责任公司,https://notice.eastmoney.com/pdffile/web/H2_AN201910071368140489_1.pdf
北大荒垦丰种业,已受理,主板企业,,中国银河证券股份有限公司,,北京市中伦律师事务所,,大信会计师事务所(特殊普通合伙),,否,,2019/6/27,80364320,AN201906281336805655,中国银河证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201906281336805655_1.pdf
北大荒垦丰种业,已反馈,主板企业,,中国银河证券股份有限公司,,北京市中伦律师事务所,,大信会计师事务所(特殊普通合伙),,是,,2019/9/19,80364320,AN201906281336805655,中国银河证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201906281336805655_1.pdf
北大青鸟环宇消防设备,预先披露更新,中小板,河北,广发证券股份有限公司,陈德兵&sbquo;刘旭阳,北京市中咨律师事务所,蒋红毅&sbquo;彭亚峰,瑞华会计师事务所(特殊普通合伙),徐超玉&sbquo;李建长,是,计算机、通信和其他电子设备制造业,2017/1/5,80069208,AN201907281341526272,广发证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201907281341526272_1.pdf
北大青鸟环宇消防设备,中止审查,中小板,河北,广发证券股份有限公司,陈德兵&sbquo;刘旭阳,北京市中咨律师事务所,蒋红毅&sbquo;彭亚峰,瑞华会计师事务所(特殊普通合伙),徐超玉&sbquo;李建长,是,计算机、通信和其他电子设备制造业,2017/3/9,80069208,AN201907281341526272,广发证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201907281341526272_1.pdf
北大青鸟环宇消防设备,已通过发审会,中小板,河北,广发证券股份有限公司,徐海林&sbquo;杜俊涛,北京市中咨律师事务所,蒋红毅&sbquo;彭亚峰,瑞华会计师事务所(特殊普通合伙),徐超玉&sbquo;李建长,是,计算机、通信和其他电子设备制造业,2017/4/13,80069208,AN201907281341526272,广发证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201907281341526272_1.pdf
北京北摩高科摩擦材料,已受理,中小板,北京,长江证券承销保荐有限公司,张硕&sbquo;孔令瑞,陕西标典律师事务所,肖玉娟&sbquo;刘海芳,立信会计师事务所(特殊普通合伙),张金华&sbquo;王二华,否,铁路、船舶、航空航天和其他运输设备制造业,2018/12/20,80117260,AN202004141378000858,长江证券承销保荐有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202004141378000858_1.pdf
北京北摩高科摩擦材料,已反馈,中小板,北京,长江证券承销保荐有限公司,张硕&sbquo;孔令瑞,陕西标典律师事务所,肖玉娟&sbquo;刘海芳,立信会计师事务所(特殊普通合伙),张金华&sbquo;王二华,否,铁路、船舶、航空航天和其他运输设备制造业,2019/3/7,80117260,AN202004141378000858,长江证券承销保荐有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202004141378000858_1.pdf
北京北摩高科摩擦材料,预先披露更新,中小板,,长江证券承销保荐有限公司,,北京德恒律师事务所,,立信会计师事务所(特殊普通合伙),,是,,2019/11/7,80117260,AN202004141378000858,长江证券承销保荐有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202004141378000858_1.pdf
北京北摩高科摩擦材料,已通过发审会,中小板,,长江证券承销保荐有限公司,,北京德恒律师事务所,,立信会计师事务所(特殊普通合伙),,是,,2019/12/5,80117260,AN202004141378000858,长江证券承销保荐有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202004141378000858_1.pdf
北京菜市口百货,已受理,主板企业,,中信证券股份有限公司,,北京市嘉源律师事务所,,致同会计师事务所(特殊普通合伙),,否,,2020/9/3,80172115,AN202101191452142240,中信证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202101191452142240_1.pdf
北京菜市口百货,已反馈,主板企业,,中信证券股份有限公司,,北京市嘉源律师事务所,,致同会计师事务所(特殊普通合伙),,是,,2020/9/29,80172115,AN202101191452142240,中信证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202101191452142240_1.pdf
北京菜市口百货,预先披露更新,主板企业,,中信证券股份有限公司,,北京市嘉源律师事务所,,致同会计师事务所(特殊普通合伙),,是,,2021/1/21,80172115,AN202101191452142240,中信证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202101191452142240_1.pdf
北京城建设计发展集团,已受理,主板企业,,中信证券股份有限公司,,北京市海问律师事务所,,安永华明会计师事务所(特殊普通合伙,,否,,2019/6/27,80374117,AN201906281336804639,中信证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201906281336804639_1.pdf
北京城建设计发展集团,已反馈,主板企业,,中信证券股份有限公司,,北京市海问律师事务所,,安永华明会计师事务所(特殊普通合伙,,是,,2019/9/26,80374117,AN201906281336804639,中信证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201906281336804639_1.pdf
北京淳中科技,已受理,主板企业,北京,招商证券股份有限公司,邵华&sbquo;吴虹生,北京市金杜律师事务所,宋彦妍&sbquo;晁燕华&sbquo;刘知卉,立信会计师事务所(特殊普通合伙),王友业&sbquo;强桂英,否,计算机、通信和其他电子设备制造业,2017/5/25,80456364,AN201801211080068168,招商证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201801211080068168_1.pdf
北京淳中科技,已反馈,主板企业,北京,招商证券股份有限公司,邵华&sbquo;吴虹生,北京市金杜律师事务所,宋彦妍&sbquo;晁燕华&sbquo;刘知卉,立信会计师事务所(特殊普通合伙),王友业&sbquo;强桂英,否,计算机、通信和其他电子设备制造业,2017/7/6,80456364,AN201801211080068168,招商证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201801211080068168_1.pdf
北京淳中科技,预先披露更新,主板企业,北京,招商证券股份有限公司,邵华&sbquo;吴虹生,北京市金杜律师事务所,宋彦妍&sbquo;晁燕华&sbquo;刘知卉,立信会计师事务所(特殊普通合伙),王友业&sbquo;强桂英,是,计算机、通信和其他电子设备制造业,2017/11/2,80456364,AN201801211080068168,招商证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201801211080068168_1.pdf
北京淳中科技,已通过发审会,主板企业,北京,招商证券股份有限公司,邵华&sbquo;吴虹生,北京市金杜律师事务所,宋彦妍&sbquo;晁燕华&sbquo;刘知卉,立信会计师事务所(特殊普通合伙),王友业&sbquo;强桂英,是,计算机、通信和其他电子设备制造业,2017/12/28,80456364,AN201801211080068168,招商证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201801211080068168_1.pdf
北京高威科电气技术,已反馈,主板企业,北京,英大证券有限责任公司,万炎华&sbquo;杜承彪,北京市环球律师事务所,强高厚&sbquo;刘劲容,信永中和会计师事务所(特殊普通合伙),张克东&sbquo;陈军,是,电气机械和器材制造业,2017/1/5,80195266,AN201712291071564027,英大证券有限责任公司,https://notice.eastmoney.com/pdffile/web/H2_AN201712291071564027_1.pdf
北京高威科电气技术,预先披露更新,主板企业,北京,英大证券有限责任公司,万炎华&sbquo;杜承彪,北京市环球律师事务所,强高厚&sbquo;刘劲容,信永中和会计师事务所(特殊普通合伙),张克东&sbquo;陈军,是,电气机械和器材制造业,2018/1/4,80195266,AN201712291071564027,英大证券有限责任公司,https://notice.eastmoney.com/pdffile/web/H2_AN201712291071564027_1.pdf
北京高威科电气技术,中止审查,主板企业,北京,英大证券有限责任公司,万炎华&sbquo;杜承彪,北京市环球律师事务所,强高厚&sbquo;刘劲容,信永中和会计师事务所(特殊普通合伙),张克东&sbquo;陈军,是,电气机械和器材制造业,2017/4/20,80195266,AN201712291071564027,英大证券有限责任公司,https://notice.eastmoney.com/pdffile/web/H2_AN201712291071564027_1.pdf
北京国联视讯信息技术,已受理,主板企业,北京,西部证券股份有限公司,李超&sbquo;张锡锋,北京德恒律师事务所,孙艳利&sbquo;齐欣,立信会计师事务所(特殊普通合伙),郭健&sbquo;王晓燕,否,互联网和相关服务,2017/9/28,80400473,AN201907171339063966,西部证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201907171339063966_1.pdf
北京国联视讯信息技术,已反馈,主板企业,北京,西部证券股份有限公司,李超&sbquo;张锡锋,北京德恒律师事务所,孙艳利&sbquo;齐欣,立信会计师事务所(特殊普通合伙),郭健&sbquo;王晓燕,是,互联网和相关服务,2017/12/14,80400473,AN201907171339063966,西部证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201907171339063966_1.pdf
北京国联视讯信息技术,预先披露更新,主板企业,北京,西部证券股份有限公司,李超&sbquo;张锡锋,北京德恒律师事务所,孙艳利&sbquo;齐欣,立信会计师事务所(特殊普通合伙),郭健&sbquo;王晓燕,是,互联网和相关服务,2018/4/19,80400473,AN201907171339063966,西部证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201907171339063966_1.pdf
北京国联视讯信息技术,已通过发审会,主板企业,,西部证券股份有限公司,,北京德恒律师事务所,,立信会计师事务所(特殊普通合伙),,是,,2019/6/13,80400473,AN201907171339063966,西部证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201907171339063966_1.pdf
