机构名称,当前状态,上市地点,拟发行数量,申报日期,上会日期,申购日期,上市日期,主承销商,承销方式,9,发行前总股本,发行后总股本,13,占发行后总股本比例,发审委委员,网站,公司代码,yyy,时间戳,简称,详情链接,文件链接
龙岩高岭土,上会通过,上交所,32000000,2020/7/10,2020/11/6,,,兴业证券,余额包销,1,96000000,128000000,381884700,0.25,赵瀛&sbquo;黄天义&sbquo;姚旭东&sbquo;廖育奎&sbquo;张丰&sbquo;赵江平&sbquo;周波,http://topic.eastmoney.com/lyglt/,81041743,44714,AN202007101390797603,龙高股份,data.eastmoney.com/xg/gh/detail/81041743.html,https://notice.eastmoney.com/pdffile/web/H2_AN202007101390797603_1.pdf
伟时电子,上会通过,上交所,53208365,2020/7/10,2020/7/30,2020/9/16,2020/9/28,民生证券,余额包销,1,212833460,266041825,1008416600,0.2,李超&sbquo;李德勇&sbquo;姚旭东&sbquo;周海斌&sbquo;龚凯&sbquo;李和金&sbquo;廖育奎,http://topic.eastmoney.com/wsdzgf/,81011559,43982,AN202007101390797544,伟时电子,data.eastmoney.com/xg/gh/detail/81011559.html,https://notice.eastmoney.com/pdffile/web/H2_AN202007101390797544_1.pdf
上海农村商业银行,上会通过,上交所,2893333333,2020/7/8,2020/11/26,,,海通证券,余额包销,1,8680000000,11573333333,0,0.25,潘健红&sbquo;战巍&sbquo;黄侦武&sbquo;马哲&sbquo;周波&sbquo;庄江波&sbquo;徐艳,http://topic.eastmoney.com/shncsyyh/,80058622,44250,AN202007081390331721,上海农商,data.eastmoney.com/xg/gh/detail/80058622.html,https://notice.eastmoney.com/pdffile/web/H2_AN202007081390331721_1.pdf
中国黄金集团黄金珠宝,上会通过,上交所,180000000,2020/7/7,2020/9/24,2021/1/27,,中信证券,余额包销,1,1680000000,1860000000,1248396300,0.09677,潘健红&sbquo;范云&sbquo;姚旭东&sbquo;庄江波&sbquo;赵江平&sbquo;廖育奎&sbquo;沈梁军,http://topic.eastmoney.com/hjzbipo/,80184473,44179,AN202007081390331584,中国黄金,data.eastmoney.com/xg/gh/detail/80184473.html,https://notice.eastmoney.com/pdffile/web/H2_AN202007081390331584_1.pdf
上海汽车空调配件,未上会,上交所,84335000,2020/7/3,,,,民生证券,余额包销,1,253000000,337335000,593407600,0.25,,,80014152,213278,AN202007031389247171,上海汽配,data.eastmoney.com/xg/gh/detail/80014152.html,https://notice.eastmoney.com/pdffile/web/H2_AN202007031389247171_1.pdf
中国茶叶,未上会,上交所,93750000,2020/7/3,,,,中信建投证券,余额包销,1,687500000,781250000,540470300,0.12,,,80116456,213258,AN202007031389243690,中国茶叶,data.eastmoney.com/xg/gh/detail/80116456.html,https://notice.eastmoney.com/pdffile/web/H2_AN202007031389243690_1.pdf
上海新农科技,未上会,上交所,34070000,2020/7/3,,,,国金证券,余额包销,1,102200000,136270000,1580533000,0.25002,,http://topic.eastmoney.com/SHXNCLIPO/,80397628,31229,AN202007031389246602,新农股份,data.eastmoney.com/xg/gh/detail/80397628.html,https://notice.eastmoney.com/pdffile/web/H2_AN202007031389246602_1.pdf
康定金鑫矿业旅游,未上会,上交所,40213500,2020/7/3,,,,天风证券,余额包销,1,120640500,160854000,528827700,0.25,,,80484800,213287,AN202007031389246783,金鑫矿业,data.eastmoney.com/xg/gh/detail/80484800.html,https://notice.eastmoney.com/pdffile/web/H2_AN202007031389246783_1.pdf
山西紫林醋业,未上会,上交所,27530000,2020/7/3,,,,中德证券,余额包销,1,82575760,110105760,573873800,0.25003,,http://topic.eastmoney.com/SXZLCYIPO/,80509313,213285,AN202007031389246053,紫林醋业,data.eastmoney.com/xg/gh/detail/80509313.html,https://notice.eastmoney.com/pdffile/web/H2_AN202007031389246053_1.pdf
上海十方生态园林,未上会,上交所,32282043,2020/7/3,,,,东兴证券,余额包销,1,96846129,129128172,524720000,0.25,,,81059344,213261,AN202007031389243669,十方生态,data.eastmoney.com/xg/gh/detail/81059344.html,https://notice.eastmoney.com/pdffile/web/H2_AN202007031389243669_1.pdf
苏州林华医疗器械,暂缓表决,上交所,40040000,2020/6/19,2021/1/14,,,国泰君安证券,余额包销,1,360360000,400400000,601491000,0.1,周辉&sbquo;周波&sbquo;赵江平&sbquo;黄天义&sbquo;徐艳&sbquo;范云&sbquo;庄江波,http://topic.eastmoney.com/szlhylqx/,80462062,44840,AN202006191386064197,林华医疗,data.eastmoney.com/xg/gh/detail/80462062.html,https://notice.eastmoney.com/pdffile/web/H2_AN202006191386064197_1.pdf
德才装饰,上会通过,上交所,25000000,2020/6/19,2020/11/12,,,光大证券,余额包销,1,75000000,100000000,753014100,0.25,龚凯&sbquo;庄江波&sbquo;沈洁&sbquo;范云&sbquo;周波&sbquo;陈鹤岚&sbquo;赵江平,http://topic.eastmoney.com/dczsgf/,80995274,44712,AN202006191386064398,德才装饰,data.eastmoney.com/xg/gh/detail/80995274.html,https://notice.eastmoney.com/pdffile/web/H2_AN202006191386064398_1.pdf
中际联合（北京）科技,上会通过,上交所,27500000,2020/6/19,2020/11/5,,,中信建投证券,余额包销,1,82500000,110000000,790000000,0.25,马小曼&sbquo;黄天义&sbquo;徐艳&sbquo;陈永强&sbquo;赵江平&sbquo;廖育奎&sbquo;余东东,http://topic.eastmoney.com/zjlhkjIPO/,80381454,44420,AN202006191386064397,中际联合,data.eastmoney.com/xg/gh/detail/80381454.html,https://notice.eastmoney.com/pdffile/web/H2_AN202006191386064397_1.pdf
海天水务集团股份公司,上会通过,上交所,78000000,2020/6/19,2020/10/30,,,华西证券,余额包销,1,234000000,312000000,850000000,0.25,龚凯&sbquo;张丰&sbquo;兰邦华&sbquo;廖育奎&sbquo;沈梁军&sbquo;庄江波&sbquo;范云,http://topic.eastmoney.com/htswipo/,80501342,44162,AN202006191386064198,海天集团,data.eastmoney.com/xg/gh/detail/80501342.html,https://notice.eastmoney.com/pdffile/web/H2_AN202006191386064198_1.pdf
盐城海普润科技,未上会,上交所,40010000,2020/6/19,,,,中信建投证券,余额包销,1,360000000,400010000,300000000,0.10002,,,81051218,213097,AN202006191386053775,海普润,data.eastmoney.com/xg/gh/detail/81051218.html,https://notice.eastmoney.com/pdffile/web/H2_AN202006191386053775_1.pdf
浙江珊溪水利水电开发,未上会,上交所,132000000,2020/6/12,,,,浙商证券,余额包销,1,1185610000,1317610000,232128200,0.10018,,,80063497,213005,AN202006121384444107,珊溪水利,data.eastmoney.com/xg/gh/detail/80063497.html,https://notice.eastmoney.com/pdffile/web/H2_AN202006121384444107_1.pdf
威海百合生物技术,未上会,上交所,16000000,2020/6/12,,,,广发证券,余额包销,1,48000000,64000000,392961200,0.25,,http://topic.eastmoney.com/whbhswjs/,80703661,44031,AN202006121384444108,百合股份,data.eastmoney.com/xg/gh/detail/80703661.html,https://notice.eastmoney.com/pdffile/web/H2_AN202006121384444108_1.pdf
杭州福莱蒽特,未上会,上交所,33340000,2020/6/12,,,,中信证券,余额包销,1,100000000,133340000,1381269100,0.25004,,,81052849,213008,AN202006121384460062,福莱蒽特,data.eastmoney.com/xg/gh/detail/81052849.html,https://notice.eastmoney.com/pdffile/web/H2_AN202006121384460062_1.pdf
湖北东贝机电集团,未上会,上交所,211320000,2020/5/23,,,2020/12/25,,余额包销,1,0,0,2064596400,0,,,80031022,214740,,东贝集团,data.eastmoney.com/xg/gh/detail/80031022.html,https://notice.eastmoney.com/pdffile/web/H2__1.pdf
广州九恒条码,上会未通过,上交所,21255628,2020/5/15,2021/1/28,,,东兴证券,余额包销,1,63744372,85000000,544513300,0.25007,马小曼&sbquo;沈洁&sbquo;张丰&sbquo;周海斌&sbquo;黄侦武&sbquo;沈梁军&sbquo;姚旭东,http://topic.eastmoney.com/gzjhtm/,80995279,44194,AN202005150055868509,九恒条码,data.eastmoney.com/xg/gh/detail/80995279.html,https://notice.eastmoney.com/pdffile/web/H2_AN202005150055868509_1.pdf
无锡市振华汽车部件,上会通过,上交所,50000000,2020/5/15,2020/11/19,,,国泰君安证券,余额包销,1,150000000,200000000,570000000,0.25,李超&sbquo;陈永强&sbquo;赵江平&sbquo;兰邦华&sbquo;徐艳&sbquo;黄天义&sbquo;周海斌,http://topic.eastmoney.com/wxszhqcbj/,81019506,44251,AN202005150055868519,无锡振华,data.eastmoney.com/xg/gh/detail/81019506.html,https://notice.eastmoney.com/pdffile/web/H2_AN202005150055868519_1.pdf
税友软件集团,上会通过,上交所,40590000,2020/5/11,2020/11/12,,,国金证券,余额包销,1,365300000,405890000,911873300,0.1,李超&sbquo;沈洁&sbquo;张京京&sbquo;战巍&sbquo;庄江波&sbquo;周波&sbquo;沈梁军,http://topic.eastmoney.com/syrjjt/,81000275,44520,AN202005111379566166,税友集团,data.eastmoney.com/xg/gh/detail/81000275.html,https://notice.eastmoney.com/pdffile/web/H2_AN202005111379566166_1.pdf
合兴汽车电子,上会通过,上交所,60000000,2020/5/11,2020/9/28,2021/1/7,2021/1/19,国泰君安证券,余额包销,1,401000000,461000000,475000000,0.13015,陈天骥&sbquo;黄侦武&sbquo;马哲&sbquo;周波&sbquo;姚旭东&sbquo;战巍&sbquo;罗精晖,http://topic.eastmoney.com/HXQCDZIPO/,80994694,44201,AN202005111379565608,合兴股份,data.eastmoney.com/xg/gh/detail/80994694.html,https://notice.eastmoney.com/pdffile/web/H2_AN202005111379565608_1.pdf
东方航空物流,未上会,上交所,158755600,2020/5/11,,,,中国国际金融证券,余额包销,1,1428800000,1587555600,2405857700,0.1,,http://topic.eastmoney.com/DFIPO/,80418885,44243,AN202005111379562153,东航物流,data.eastmoney.com/xg/gh/detail/80418885.html,https://notice.eastmoney.com/pdffile/web/H2_AN202005111379562153_1.pdf
江苏同力日升机械,上会通过,上交所,42000000,2020/5/8,2020/10/15,,,中原证券,余额包销,1,126000000,168000000,783000000,0.25,赵瀛&sbquo;黄天义&sbquo;徐艳&sbquo;李德勇&sbquo;李和金&sbquo;马哲&sbquo;黄侦武,http://topic.eastmoney.com/jstlrsjx/,81016879,44442,AN202005081379473209,同力机械,data.eastmoney.com/xg/gh/detail/81016879.html,https://notice.eastmoney.com/pdffile/web/H2_AN202005081379473209_1.pdf
江苏必得科技,上会通过,上交所,27000000,2020/4/30,2020/10/29,2021/2/10,,兴业证券,余额包销,1,81000000,108000000,392000000,0.25,龚凯&sbquo;范云&sbquo;黄天义&sbquo;战巍&sbquo;赵江平&sbquo;兰邦华&sbquo;胡安金,http://topic.eastmoney.com/bdkj/,80443884,44195,AN202005011379175104,必得科技,data.eastmoney.com/xg/gh/detail/80443884.html,https://notice.eastmoney.com/pdffile/web/H2_AN202005011379175104_1.pdf
上海永茂泰汽车科技,上会通过,上交所,47000000,2020/4/30,2020/10/15,,,华泰联合证券,余额包销,1,141000000,188000000,850000000,0.25,李超&sbquo;李和金&sbquo;陈鹤岚&sbquo;黄天义&sbquo;陈永强&sbquo;徐艳&sbquo;庄江波,http://topic.eastmoney.com/SHYMIPO/,80279275,44242,AN202005011379175091,永茂泰,data.eastmoney.com/xg/gh/detail/80279275.html,https://notice.eastmoney.com/pdffile/web/H2_AN202005011379175091_1.pdf
杭州格林达电子材料,上会通过,上交所,25453900,2020/4/26,2020/6/18,2020/8/7,2020/8/19,兴业证券,余额包销,1,101815500,127269400,503314400,0.2,李超&sbquo;赵瀛&sbquo;沈洁&sbquo;李德勇&sbquo;陈鹤岚&sbquo;陈天骥&sbquo;白剑龙,http://topic.eastmoney.com/hzglddzcl/,80995283,44187,AN202004261378689342,格林达,data.eastmoney.com/xg/gh/detail/80995283.html,https://notice.eastmoney.com/pdffile/web/H2_AN202004261378689342_1.pdf
上海行动教育科技,上会通过,上交所,21090000,2020/4/21,2020/11/26,,,安信证券,余额包销,1,63251857,84341857,638490400,0.25005,李超&sbquo;陈永强&sbquo;廖育奎&sbquo;牟蓬&sbquo;张京京&sbquo;沈洁&sbquo;战巍,http://topic.eastmoney.com/SHXDJYKJIPO/,80390790,39488,AN202004211378354320,行动教育,data.eastmoney.com/xg/gh/detail/80390790.html,https://notice.eastmoney.com/pdffile/web/H2_AN202004211378354320_1.pdf
杭州市园林绿化,上会通过,上交所,40330000,2020/4/21,2020/9/10,2021/2/10,,西藏东方财富证券,余额包销,1,120928056,161258056,650000000,0.2501,陈天骥&sbquo;范云&sbquo;沈洁&sbquo;黄侦武&sbquo;马哲&sbquo;沈梁军&sbquo;张京京,http://topic.eastmoney.com/HZSYLLHIPO/,80463423,30160,AN202004211378354082,园林股份,data.eastmoney.com/xg/gh/detail/80463423.html,https://notice.eastmoney.com/pdffile/web/H2_AN202004211378354082_1.pdf
河北华通线缆集团,上会通过,上交所,76000000,2020/4/20,2020/11/19,,,东兴证券,余额包销,1,430822098,506822098,403375000,0.14995,周辉&sbquo;张丰&sbquo;赵磊&sbquo;战巍&sbquo;陈永强&sbquo;范云&sbquo;胡安金,http://topic.eastmoney.com/hbhtxl/,80474735,44191,AN202004201378274199,华通线缆,data.eastmoney.com/xg/gh/detail/80474735.html,https://notice.eastmoney.com/pdffile/web/H2_AN202004201378274199_1.pdf
上海中谷物流,上会通过,上交所,81900000,2020/4/20,2020/7/23,2020/9/16,2020/9/25,中国国际金融证券,余额包销,1,666666667,748566667,1500000000,0.10941,李超&sbquo;兰邦华&sbquo;李德勇&sbquo;陈鹤岚&sbquo;黄侦武&sbquo;陈天骥&sbquo;潘健红,http://topic.eastmoney.com/shzgwl/,80468163,43605,AN202004201378274198,中谷物流,data.eastmoney.com/xg/gh/detail/80468163.html,https://notice.eastmoney.com/pdffile/web/H2_AN202004201378274198_1.pdf
宁波德业科技,上会通过,上交所,42667000,2020/4/17,2020/11/19,,,光大证券,余额包销,1,128000000,170667000,1020612400,0.25,刘云松&sbquo;李德勇&sbquo;周海斌&sbquo;张京京&sbquo;马哲&sbquo;李和金&sbquo;黄侦武,http://topic.eastmoney.com/DYKJIPO/,80406565,44177,AN202004171378193490,德业股份,data.eastmoney.com/xg/gh/detail/80406565.html,https://notice.eastmoney.com/pdffile/web/H2_AN202004171378193490_1.pdf
浙江西大门新材料,上会通过,上交所,24000000,2020/4/9,2020/8/28,2020/12/22,2020/12/31,浙商证券,余额包销,1,96000000,120000000,430790000,0.2,杨金忠&sbquo;范云&sbquo;余东东&sbquo;庄江波&sbquo;兰邦华&sbquo;姜志华&sbquo;沈梁军,http://topic.eastmoney.com/XDMXCLIPO/,80994747,44151,AN202004091377833789,西大门,data.eastmoney.com/xg/gh/detail/80994747.html,https://notice.eastmoney.com/pdffile/web/H2_AN202004091377833789_1.pdf
湖北均瑶大健康饮品,上会通过,上交所,70000000,2020/4/9,2020/7/2,2020/8/6,2020/8/18,国泰君安证券,余额包销,1,430000000,500000000,1199275400,0.14,刘云松&sbquo;李超&sbquo;马哲&sbquo;陈天骥&sbquo;周海斌&sbquo;姚旭东&sbquo;陈鹤岚,http://topic.eastmoney.com/hbjydjkyp/,80997784,43893,AN202004091377833792,均瑶健康,data.eastmoney.com/xg/gh/detail/80997784.html,https://notice.eastmoney.com/pdffile/web/H2_AN202004091377833792_1.pdf
宁波市天普橡胶科技,上会通过,上交所,33520000,2020/4/9,2020/6/4,2020/8/13,2020/8/25,财通证券,余额包销,1,134080000,167600000,724320000,0.2,马小曼&sbquo;白剑龙&sbquo;沈洁&sbquo;牟蓬&sbquo;黄侦武&sbquo;龚凯&sbquo;陈天骥,http://topic.eastmoney.com/nbstpxjkj/,80995301,44023,AN202004091377833793,天普股份,data.eastmoney.com/xg/gh/detail/80995301.html,https://notice.eastmoney.com/pdffile/web/H2_AN202004091377833793_1.pdf
成都立航科技,上会通过,上交所,19250000,2020/4/7,2020/12/3,,,华西证券,余额包销,1,57711822,76961822,700000000,0.25012,潘健红&sbquo;周海斌&sbquo;姚旭东&sbquo;张京京&sbquo;李和金&sbquo;陈鹤岚&sbquo;廖育奎,http://topic.eastmoney.com/cdlhkj/,80995269,44205,AN202004071377711794,立航科技,data.eastmoney.com/xg/gh/detail/80995269.html,https://notice.eastmoney.com/pdffile/web/H2_AN202004071377711794_1.pdf
常州澳弘电子,上会通过,上交所,35731000,2020/4/7,2020/8/7,2020/10/9,2020/10/21,国金证券,余额包销,1,142923950,178654950,887526200,0.2,李超&sbquo;龚凯&sbquo;陈永强&sbquo;徐艳&sbquo;范云&sbquo;赵江平&sbquo;沈梁军,http://topic.eastmoney.com/CZAHDZIPO/,81018323,44208,AN202004071377711797,澳弘电子,data.eastmoney.com/xg/gh/detail/81018323.html,https://notice.eastmoney.com/pdffile/web/H2_AN202004071377711797_1.pdf
杭州热电集团,上会通过,上交所,40000000,2020/4/3,2020/10/29,,,平安证券,余额包销,1,360000000,400000000,204060900,0.1,杨金忠&sbquo;胡安金&sbquo;周波&sbquo;赵江平&sbquo;姚旭东&sbquo;范云&sbquo;张丰,http://topic.eastmoney.com/hzrdjt/,80995286,44166,AN202004031377611961,热电集团,data.eastmoney.com/xg/gh/detail/80995286.html,https://notice.eastmoney.com/pdffile/web/H2_AN202004031377611961_1.pdf
杭州联德精密机械,上会通过,上交所,60000000,2020/3/27,2020/10/15,,,中信证券,余额包销,1,180000000,240000000,1052832600,0.25,潘健红&sbquo;张丰&sbquo;徐艳&sbquo;姚旭东&sbquo;赵江平&sbquo;李和金&sbquo;胡安金,http://topic.eastmoney.com/hzldjmjx/,80994690,44215,AN202003271377067425,联德机械,data.eastmoney.com/xg/gh/detail/80994690.html,https://notice.eastmoney.com/pdffile/web/H2_AN202003271377067425_1.pdf
新亚强硅化学,上会通过,上交所,38890000,2020/3/27,2020/6/11,2020/8/20,2020/9/1,国金证券,余额包销,1,155560000,194450000,1200000000,0.2,李超&sbquo;潘健红&sbquo;龚凯&sbquo;马哲&sbquo;陈国飞&sbquo;姚旭东&sbquo;沈洁,http://topic.eastmoney.com/xyqghx/,80460329,44174,AN202003271377067419,新亚强,data.eastmoney.com/xg/gh/detail/80460329.html,https://notice.eastmoney.com/pdffile/web/H2_AN202003271377067419_1.pdf
江西晨光新材料,上会通过,上交所,46000000,2020/3/27,2020/5/14,2020/7/23,2020/8/4,国元证券,余额包销,1,184000000,230000000,801703800,0.2,刘云松&sbquo;李超&sbquo;陈天骥&sbquo;沈洁&sbquo;马哲&sbquo;李和金&sbquo;白剑龙,http://topic.eastmoney.com/jxcgxcl/,81007457,43975,AN202003271377067420,晨光新材,data.eastmoney.com/xg/gh/detail/81007457.html,https://notice.eastmoney.com/pdffile/web/H2_AN202003271377067420_1.pdf
浙江新中港清洁能源,上会通过,上交所,80090200,2020/3/20,2020/12/17,,,平安证券,余额包销,1,320360800,400451000,510126600,0.2,马小曼&sbquo;徐艳&sbquo;黄天义&sbquo;姚旭东&sbquo;周波&sbquo;沈梁军&sbquo;张丰,http://topic.eastmoney.com/zjxzgqjny/,80994790,44246,AN202003201376762671,新中港,data.eastmoney.com/xg/gh/detail/80994790.html,https://notice.eastmoney.com/pdffile/web/H2_AN202003201376762671_1.pdf
天津友发钢管集团,上会通过,上交所,142000000,2020/3/20,2020/9/17,2020/11/24,2020/12/4,东兴证券,余额包销,1,1411556600,1553556600,1300000000,0.0914,李超&sbquo;张京京&sbquo;李德勇&sbquo;周波&sbquo;沈梁军&sbquo;庄江波&sbquo;徐艳,http://topic.eastmoney.com/TJYFGGIPO/,81018317,44193,AN202003201376762672,友发集团,data.eastmoney.com/xg/gh/detail/81018317.html,https://notice.eastmoney.com/pdffile/web/H2_AN202003201376762672_1.pdf
杭州豪悦护理用品,上会通过,上交所,26670000,2020/3/20,2020/7/16,2020/8/28,2020/9/11,平安证券,余额包销,1,106670000,133340000,1548710000,0.20001,姚旭东&sbquo;胡安金&sbquo;战巍&sbquo;周波&sbquo;赵江平&sbquo;潘健红&sbquo;马哲,http://topic.eastmoney.com/hzhyhlyp/,80994689,43930,AN202003201376762674,豪悦护理,data.eastmoney.com/xg/gh/detail/80994689.html,https://notice.eastmoney.com/pdffile/web/H2_AN202003201376762674_1.pdf
